model,prompt,cwe,n,accuracy,recall,specificity,precision,f1
o3,zero-shot,CWE-328,236,0.7966101694915254,0.6821705426356589,0.9345794392523364,0.9263157894736842,0.7857142857142856
o3,zero-shot,CWE-330,493,0.8113590263691683,0.9954128440366973,0.6654545454545454,0.7022653721682848,0.8235294117647058
o3,zero-shot,CWE-614,67,0.9701492537313433,0.9444444444444444,1,1,0.9714285714285714
o3,zero-shot,CWE-643,35,0.9714285714285714,1,0.95,0.9375,0.967741935483871
o3,zero-shot,CWE-78,251,0.9203187250996016,0.9761904761904762,0.864,0.8785714285714286,0.924812030075188
o3,zero-shot,CWE-79,455,0.9406593406593406,1,0.8708133971291866,0.9010989010989011,0.9479768786127168
o3,zero-shot,CWE-89,504,0.9345238095238095,1,0.8577586206896551,0.8918032786885246,0.9428076256499134
o3,zero-shot,CWE-90,59,0.8983050847457628,1,0.8125,0.8181818181818182,0.9
o3,few-shot,CWE-22,268,0.8992537313432836,0.8796992481203008,0.9185185185185185,0.9140625,0.896551724137931
o3,few-shot,CWE-327,246,0.8861788617886179,0.9923076923076923,0.7672413793103449,0.8269230769230769,0.9020979020979021
o3,few-shot,CWE-328,236,0.8008474576271186,0.689922480620155,0.9345794392523364,0.9270833333333334,0.7911111111111111
o3,few-shot,CWE-330,493,0.7829614604462475,0.9862385321100917,0.6218181818181818,0.6739811912225705,0.8007448789571693
o3,few-shot,CWE-614,67,0.9552238805970149,0.9166666666666666,1,1,0.9565217391304348
o3,few-shot,CWE-643,35,0.9714285714285714,1,0.95,0.9375,0.967741935483871
o3,few-shot,CWE-78,251,0.9322709163346613,0.9841269841269841,0.88,0.8920863309352518,0.9358490566037736
o3,few-shot,CWE-79,455,0.9494505494505494,1,0.8899521531100478,0.9144981412639405,0.9553398058252426
o3,few-shot,CWE-89,504,0.9404761904761905,1,0.8706896551724138,0.9006622516556292,0.9477351916376306
o3,few-shot,CWE-90,59,0.9152542372881356,1,0.84375,0.84375,0.9152542372881356
o4-mini,zero-shot,CWE-22,268,0.9253731343283582,0.9323308270676691,0.9185185185185185,0.9185185185185185,0.9253731343283582
o4-mini,zero-shot,CWE-327,246,0.8902439024390244,0.9923076923076923,0.7758620689655172,0.832258064516129,0.9052631578947369
o4-mini,zero-shot,CWE-328,236,0.7966101694915254,0.6821705426356589,0.9345794392523364,0.9263157894736842,0.7857142857142856
o4-mini,zero-shot,CWE-330,493,0.9574036511156186,0.9724770642201835,0.9454545454545454,0.933920704845815,0.9528089887640451
o4-mini,zero-shot,CWE-614,67,0.8208955223880597,0.6666666666666666,1,1,0.8
o4-mini,zero-shot,CWE-643,35,0.9714285714285714,1,0.95,0.9375,0.967741935483871
o4-mini,zero-shot,CWE-78,251,0.896414342629482,0.9444444444444444,0.848,0.8623188405797102,0.9015151515151516
o4-mini,zero-shot,CWE-79,455,0.9428571428571428,1,0.8755980861244019,0.9044117647058824,0.9498069498069499
o4-mini,zero-shot,CWE-89,504,0.9265873015873016,1,0.8405172413793104,0.8802588996763754,0.9363166953528399
o4-mini,zero-shot,CWE-90,59,0.8813559322033898,1,0.78125,0.7941176470588235,0.8852459016393442
o4-mini,few-shot,CWE-22,268,0.914179104477612,0.9097744360902256,0.9185185185185185,0.9166666666666666,0.9132075471698113
o4-mini,few-shot,CWE-327,246,0.8943089430894309,1,0.7758620689655172,0.8333333333333334,0.9090909090909091
o4-mini,few-shot,CWE-328,236,0.826271186440678,0.6976744186046512,0.9813084112149533,0.9782608695652174,0.8144796380090498
o4-mini,few-shot,CWE-330,493,0.9574036511156186,0.9862385321100917,0.9345454545454546,0.9227467811158798,0.9534368070953437
o4-mini,few-shot,CWE-614,67,0.7313432835820896,0.5,1,1,0.6666666666666666
o4-mini,few-shot,CWE-643,35,0.9714285714285714,1,0.95,0.9375,0.967741935483871
o4-mini,few-shot,CWE-78,251,0.9043824701195219,0.9603174603174603,0.848,0.8642857142857143,0.9097744360902256
o4-mini,few-shot,CWE-79,455,0.945054945054945,1,0.8803827751196173,0.9077490774907749,0.9516441005802707
o4-mini,few-shot,CWE-89,504,0.9265873015873016,1,0.8405172413793104,0.8802588996763754,0.9363166953528399
o4-mini,few-shot,CWE-90,59,0.9152542372881356,1,0.84375,0.84375,0.9152542372881356
